Men's T20I Batting Rankings	1 (0)	Babar Azam	PAK	818	896 v England, 05/05/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/batting
Men's T20I Bowling Rankings	1 (0)	Tabraiz Shamsi	SA	784	821 v West Indies, 03/07/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	2 (0)	Adil Rashid	ENG	746	746 v West Indies, 30/01/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	3 (0)	Josh Hazlewood	AUS	737	806 v Sri Lanka, 13/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	4 (0)	Adam Zampa	AUS	719	743 v Sri Lanka, 11/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	5 (0)	Rashid Khan	AFG	714	816 v Bangladesh, 05/06/2018	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	6 (0)	Wanindu Hasaranga	SL	687	797 v West Indies, 04/11/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	7 (0)	Anrich Nortje	SA	655	655 v England, 06/11/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	8 (0)	Mujeeb Ur Rahman	AFG	654	745 v Ireland, 08/03/2020	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	9 (0)	Nasum Ahmed	BAN	637	637 v Afghanistan, 05/03/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	10 (0)	Shaheen Afridi	PAK	634	634 v Australia, 05/04/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	11 (0)	Tim Southee	NZ	633	669 v Bangladesh, 01/04/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	12 (0)	Ashton Agar	AUS	632	717 v England, 06/09/2020	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	13 (0)	Mahedi Hasan	BAN	622	622 v Afghanistan, 05/03/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	14 (0)	Shadab Khan	PAK	621	769 v Scotland, 13/06/2018	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	15 (0)	Mitchell Santner	NZ	600	731 v Pakistan, 22/01/2018	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	16 (0)	Akeal Hosein	WI	598	610 v India, 18/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	17 (0)	Trent Boult	NZ	596	622 v Australia, 03/02/2018	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	18 (0)	Bhuvneshwar Kumar	IND	586	622 v South Africa, 24/02/2018	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	19 (0)	Shakib Al Hasan	BAN	585	672 v Pakistan, 30/03/2014	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	20 (0)	Ish Sodhi	NZ	584	661 v Bangladesh, 28/03/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	21 (0)	Mustafizur Rahman	BAN	578	695 v Sri Lanka, 06/04/2017	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	22 (0)	Mark Watt	SCO	572	603 v New Zealand, 03/11/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	23 (0)	Chris Jordan	ENG	566	659 v New Zealand, 03/11/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	24 (0)	Maheesh Theekshana	SL	557	592 v Australia, 20/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	25 (0)	Jason Holder	WI	550	561 v England, 30/01/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	26 (0)	Bilal Khan	OMA	549	571 v UAE, 14/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	27 (0)	Haris Rauf	PAK	545	571 v West Indies, 13/12/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	28 (0)	Jasprit Bumrah	IND	544	764 v England, 01/02/2017	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	29 (0)	Dushmantha Chameera	SL	543	555 v India, 29/07/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	30 (0)	Yuzvendra Chahal	IND	535	706 v Bangladesh, 18/03/2018	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	31 (0)	Mohammad Nabi	AFG	527	638 v West Indies, 27/03/2016	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	32 (0)	Dwaine Pretorius	SA	525	525 v England, 06/11/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	33 (0)	Sheldon Cottrell	WI	514	648 v New Zealand, 27/11/2020	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	34 (0)	Moeen Ali	ENG	506	506 v India, 01/02/2017	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	35 (0)	Mohammad Shoriful Islam	BAN	505	505 v Afghanistan, 05/03/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	36 (0)	Richard Ngarava	ZIM	501	501 v Scotland, 19/09/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	37 (0)	Lahiru Kumara	SL	493	493 v India, 27/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	38 (0)	Sandeep Lamichhane	NEP	490	512 v Papua New Guinea, 28/03/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	39 (0)	Kane Richardson	AUS	476	664 v England, 04/09/2020	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	40 (0)	Zahoor Khan	UAE	473	473 v Ireland, 24/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	41 (0)	Blessing Muzarabani	ZIM	473	522 v Bangladesh, 25/07/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	42 (0)	Deepak Chahar	IND	472	581 v West Indies, 11/12/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	43 (0)	Imad Wasim	PAK	471	780 v West Indies, 02/04/2017	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	44 (0)	Mark Adair	IRE	467	573 v Namibia, 02/11/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	45 (0)	Wellington Masakadza	ZIM	466	469 v Ireland, 04/09/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	46 (0)	Mark Wood	ENG	466	610 v Sri Lanka, 24/06/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	47 (0)	Brandon Glover	NED	463	513 v Papua New Guinea, 02/11/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	48 (0)	Joshua Little	IRE	463	464 v Namibia, 22/10/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	49 (0)	Mitchell Starc	AUS	461	702 v Pakistan, 05/10/2014	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	50 (0)	Kagiso Rabada	SA	458	595 v West Indies, 25/03/2016	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	51 (0)	Luke Jongwe	ZIM	458	458 v Scotland, 19/09/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	52 (0)	Fabian Allen	WI	455	625 v Australia, 14/07/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	53 (0)	Pat Cummins	AUS	454	610 v England, 31/08/2015	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	54 (0)	Safyaan Sharif	SCO	454	501 v Ireland, 15/02/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	55 (0)	Keshav Maharaj	SA	451	451 v England, 06/11/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	56 (0)	Karim Janat	AFG	449	531 v Ireland, 06/03/2020	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	57 (0)	George Linde	SA	446	524 v Ireland, 24/07/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	58 (0)	Rohan Mustafa	UAE	445	499 v Hong Kong, 21/10/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	59 (0)	Ahmed Raza	UAE	444	578 v Papua New Guinea, 14/04/2017	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	60 (0)	Mohammad Nawaz	PAK	442	549 v South Africa, 14/04/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	61 (0)	Lachlan Ferguson	NZ	440	540 v West Indies, 29/11/2020	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	62 (0)	Hasan Ali	PAK	439	590 v New Zealand, 31/10/2018	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	63 (0)	Chamika Karunaratne	SL	439	439 v India, 27/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	64 (0)	Simi Singh	IRE	436	461 v Zimbabwe, 02/09/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	65 (0)	Bjorn Fortuin	SA	434	480 v Sri Lanka, 14/09/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	66	J.J. Smit	NAM	434	472 v Afghanistan, 31/10/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	67	Mohammad Wasim	PAK	432	432 v Australia, 05/04/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	68	Pieter Seelaar	NED	432	554 v Ireland, 21/03/2014	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	69	Mohammad Mohammad Saifuddin	BAN	431	531 v Papua New Guinea, 21/10/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	70	Alasdair Evans	SCO	430	598 v Netherlands, 16/09/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	71	Liam Livingstone	ENG	428	428 v West Indies, 30/01/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	72	Roelof van der Merwe	NED	427	516 v Papua New Guinea, 02/11/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	73	Washington Sundar	IND	423	631 v England, 16/03/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	74 (0)	Fred Klaassen	NED	421	457 v Ireland, 01/11/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	75 (0)	Paul van Meekeren	NED	420	552 v Ireland, 13/06/2018	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	76 (0)	Chris Woakes	ENG	419	464 v New Zealand, 10/11/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	77 (0)	Hayden Walsh	WI	415	528 v Pakistan, 31/07/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	78 (0)	Lungi Ngidi	SA	414	497 v Ireland, 22/07/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	79	Jan Frylinck	NAM	413	482 v Scotland, 27/10/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	80	Khawar Ali	OMA	410	530 v Canada, 25/10/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	81 (0)	Taskin Ahmed	BAN	407	464 v Pakistan, 16/03/2016	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	82 (0)	Fayyaz Butt	OMA	403	413 v Canada, 19/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	83 (0)	Shardul Thakur	IND	403	540 v England, 20/03/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	84 (0)	Josh Davey	SCO	400	442 v Oman, 21/10/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	85 (0)	Jofra Archer	ENG	397	559 v India, 20/03/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	86	Abinash Bohara	NEP	393	423 v Papua New Guinea, 28/03/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	87	Naveen Murid	AFG	391	433 v Namibia, 31/10/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	88	Lakshan Sandakan	SL	391	639 v West Indies, 08/03/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	89	Bernard Scholtz	NAM	387	478 v Netherlands, 20/10/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	90 (0)	Tendai Chatara	ZIM	386	415 v Nepal, 01/10/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	91 (0)	Beuran Hendricks	SA	385	477 v Pakistan, 14/04/2021	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	92 (0)	Faheem Ashraf	PAK	383	659 v South Africa, 01/02/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	93 (0)	Adam Milne	NZ	383	661 v Pakistan, 22/03/2016	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	94 (0)	Andile Phehlukwayo	SA	382	669 v India, 18/09/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	95 (0)	Harshal Patel	IND	381	381 v Sri Lanka, 27/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	96 (0)	Ravindra Jadeja	IND	376	651 v Pakistan, 27/02/2016	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	97 (0)	Tom Curran	ENG	375	575 v Australia, 08/09/2020	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	98 (0)	David Willey	ENG	375	640 v West Indies, 10/03/2019	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	99 (0)	Craig Young	IRE	375	394 v UAE, 13/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
Men's T20I Bowling Rankings	100 (0)	Junaid Siddique	UAE	374	374 v Ireland, 24/02/2022	https://www.icc-cricket.com/rankings/mens/player-rankings/t20i/bowling
